,churn,chat_log
63,no,"Klient: Widzę, że masz teraz opcję danych, więc uaktualnię do danych.
TelCom Agent: Dobrze. Jaki jest twój obecny plan na całym świecie?
Klient: Mam plan międzynarodowy.
TelCom Agent: Więc jesteś z tego zadowolony?
Klient: Tak, jestem na studiach i nie mam dużo pieniędzy, więc muszę wykorzystywać moje dane tak często, jak to możliwe. Chcę uzyskać więcej danych i wiem, że mogę je uzyskać online.
TelCom Agent: Wygląda na to, że możesz zrobić o wiele więcej ze swoim planem transmisji danych, niż myślałeś. I obawiam się, że nie powinno ich być"
64,no,"Klient: Nadal szukam odpowiedniej oferty. Więc moje potrzeby byłyby następujące:
Szukam telefonu, który może odbierać zarówno połączenia, jak i SMS-y. Szukam najniższych miesięcznych płatności. Szukam najwyższej dostępnej prędkości za najniższą miesięczną płatność. Szukam $ 120 4G Data plan. Jestem zainteresowany przejściem na subsydiowany plan usług LTE, który kosztowałby mniej niż 30 USD miesięcznie w porównaniu z moim obecnym planem transmisji danych 4G (płatnym).
Chciałbym zapytać, czy jest to cena niepodlegająca negocjacjom. Jeśli tak, proszę wskazać, które"
65,no,"Klient: A co z wszystkimi trzema jednocześnie?
Agent TelCom: To fantastyczne Fernando, to świetna wiadomość. Masz tam świetnego przedstawiciela obsługi klienta. Teraz upewnię się, że wszyscy są zadowoleni z naszych usług, a następnie przyjrzymy się Twoim obecnym umowom.
Klient: Dziękuję, zajmę się tym.
TelCom Agent: Dziękuję. Co chciałbyś wiedzieć dalej?
Klient: Czy akceptujecie karty kredytowe?
Agent telekomunikacyjny: Tak, akceptujemy karty kredytowe. Proszę podać mi dane karty kredytowej?
Klient: Tak, poczekam.
"
66,no,Nan
67,no,Nan
68,no,"Klient: Chodzi mi o to, że potrzebuję tylko telefonu, który może być używany w podróży. Mam - czy to ma znaczenie?
TelCom Agent: Nie musisz się martwić, po prostu kup nowszy model, a my możemy uzyskać najlepszą ofertę.
Klient: Pewnie, że będę. A jak długi będzie nowy plan?
Agent TelCom: Dwa lata.
Klient: Ok, to świetnie, dzięki.
TelCom Agent: A co chcesz kupić?
Klient: Nie jestem pewien, po prostu oddzwoń.
Agent TelCom: Jasne, Kellie. Do widzenia.
"
69,yes,"Klient: Więc właśnie miałem trudności z tym agentem TelCom i miałem nadzieję, że mi pomożesz?
Agent TelCom: O tak, dlaczego nie wejdziesz, a ja cię oprowadzę?
Klient: Okej, to brzmi dobrze. Zaraz tam będę.
Klient: Cześć. To przyjemność. Mam kilka pytań dotyczących tego, co właśnie usłyszałem.
Agent TelCom: Dobra, cóż, muszę cię zapytać, tak jak powiedziałem, czujesz desperację w głosie, ale nie mogę ci obiecać pracy. Czego szukam?
Klient: Więc, jakby to był środek"
70,no,"Klient: Chcę uaktualnić moją usługę do głosu i tekstu.
Agent TelCom: Dobrze, naprawdę to doceniam. Jak długo zajmie Ci wykonanie aktualizacji?
Klient: Powiedziano mi, że zajmie to około dwóch tygodni, ale nie chcę na to czekać tak długo.
Agent TelCom: Przykro mi to słyszeć. Więc Chris, czy mógłbyś podać nam swój adres, abyśmy mogli ci go wysłać?
Klient: Podam ci mój adres domowy.
TelCom Agent: Byłoby wspaniale. A twój numer telefonu?
Klient:
"
71,no,Nan
72,no,"Klient: Chcę uaktualnić mój plan taryfowy do programu Skype dla firm.
TelCom Agent: Przykro mi, ale nie mogę uaktualnić do tego dzisiaj. Podczas gdy jestem zawieszony z TelCom, czy możecie dać mi znać, kiedy technik będzie dostępny?
Klient: Jasne, kiedy muszę wejść?
TelCom Agent: Dzięki za pytanie. Wkrótce się z Tobą skontaktujemy. Czy mógłbyś prosić o podanie nazwiska i numeru telefonu, kiedy wrócę na linię?
Klient: Jasne, jasne.
Agent TelCom: Dzięki, Mattie. Będę miał rację"
73,no,"Klient: Chcę zwiększyć pojemność usługi głosowej.
Agent TelCom: Naprawdę? Przyjrzę się temu.
Klient: Dziękuję.
Agent telekomunikacyjny: W porządku, możesz zacząć od pobrania kopii bieżącej umowy tutaj w TelCom, a także kopii nowej umowy.
Klient: Świetnie, dziękuję Cassie. Czy może pan wydrukować nową umowę?
TelCom Agent: Przykro mi, że nie mogę po prostu wydrukować czegoś takiego, przepraszam.
Klient: Och, więc możesz mi teraz przekazać wszystkie informacje, abym mógł"
74,no,Nan
75,no,"Klient: Chcę uaktualnić usługę telefoniczną do telefonu 4g LTE. Rozumiem, jeśli muszę zapłacić wyższą stawkę, ale zastanawiałem się, czy mogę zapłacić obniżoną stawkę za roczną umowę, a jeśli tak, czy mógłbyś mi powiedzieć, jak długo to potrwa?
Agent TelCom: Miło mi słyszeć i czy mogę tylko powiedzieć, że wspomniałeś, że byłeś bardzo zadowolony z usługi, którą otrzymałeś od TelCom? Gdybyśmy spotkali się z Tobą ponownie, chętnie omówilibyśmy to z Tobą i chętnie uaktualnimy Twój pakiet z Tobą.
Klient: W porządku, z"
76,yes,Nan
77,yes,"Klient: Byłem bardzo niezadowolony z usługi i chciałbym anulować umowę.
Agent TelCom: Och, przykro mi to słyszeć Roger. Czy mogę zapytać, co jest nie tak?
Klient: Byłem bardzo niezadowolony z usługi i chciałbym anulować umowę.
Agent TelCom: Och, przykro mi to słyszeć Roger. Czy mogę zapytać, co jest nie tak?
Klient: Byłem bardzo niezadowolony z usługi i chciałbym anulować umowę.
TelCom Agent: Więc miałeś problem z usługą lub z operatorem?
Klient: Nie, byłem bardzo niezadowolony z usługi. Dlatego chciałbym anulować umowę."
78,no,"Klient: Chcę uaktualnić usługę do części głosowej.
TelCom Agent: Proste. Z przykrością stwierdzam, że nie będziemy w stanie uaktualnić istniejącego planu zgodnie z warunkami obecnej umowy.
Klient: Nadal nie rozumiem. Mówisz mi, że się nie kwalifikuję, ale potem odmawiasz uaktualnienia mojej usługi?
TelCom Agent: Racja, umowa została stworzona, aby rozwiązać rzeczywiste obawy, które zostały zgłoszone TelCom dotyczące obsługi klienta. Z naszej perspektywy nie chcemy, aby ludzie mieli problemy z korzystaniem z usługi lub z nią. Chcemy, aby nasi klienci mieli"
79,no,"Klient: Chciałbym przenieść mój numer telefonu do TelCom. Dostanę koszt zmiany, a następnie upewnimy się, że otrzymasz kredyt.
Agent TelCom: OK, dziękuję za rozmowę William. Wkrótce skończysz.
Klient: Chciałbym również uzyskać MyBudget.com. Czy byłbyś w stanie zrobić to dla mnie dzisiaj?
Agent TelCom: Jasne, William, dostanę to, pod warunkiem, że zarejestrujesz się MyBudget.com na nowy numer.
Klient: To świetnie.
Klient: Zastanawiam się, czy TelCom zachowa dla mnie stary numer telefonu?"
80,no,"Klient: Och, prawdopodobnie wszystkie trzy. Na razie po prostu uaktualnię usługę głosową i dam znać o mojej decyzji później.
Agent TelCom: Nie spiesz się, firma 3.
Klient: Och, w porządku. Jestem pewien, że możemy to zrobić. Dziękuję.
Klient: Jeszcze raz dziękuję za pomoc.
Agent TelCom: Witam. Jesteś teraz na TelCom.
Agent TelCom: Witam. To, co masz zamiar nazwać, to agent TelCom. TelCom jest firmą telekomunikacyjną i świadczy te usługi dla Ciebie jako klienta.
Agent TelCom: Witam"
81,no,"Klient: Chciałbym uaktualnić mój głos i tekst do danych, a następnie chciałbym uaktualnić telefon stacjonarny do linii światłowodowej, aby uzyskać wolniejszy ruch.
Agent TelCom: Wspaniale! Dziękujemy za Twój wkład. Widzę, że zmieniłeś zamówienie. Odpowiedz poniżej wymaganych pól.
* Imię: * Nazwisko: * Numer telefonu: * * Uwagi: *
Naciskając ""OK"" wracamy do klienta pytającego nas o jej rozmowę i plan tekstowy; nie ma jednak funduszy w ręku i może zmienić swój plan tylko poprzez połączenie z agentem TelCom."
82,no,"Klient: Cóż, szukam lepszej ceny na usługę, którą otrzymuję, więc szukam najlepszej oferty.
Agent TelCom: Miło słyszeć to Frederick. Sprawdzam to regularnie, a moja następna faktura będzie dotyczyła wyceny tego, czego oczekujesz od naszej działalności. Chciałbym więc zacząć od wyjaśnienia kilku rzeczy na temat naszej struktury cenowej.
TelCom Agent: Jak wszyscy wiemy, TelCom zrobił więcej niż tylko świadczy usługi telefoniczne. TelCom zapewnia nieograniczony plan transmisji danych, DSL, telewizję kablową, TWC Internet i wiele więcej. Jak zawsze"
83,no,"Klient: Chcę uaktualnić do wersji 792.. Pakiet dodatków do głosu i tekstu.
TelCom Agent: Dziękuję klientowi. Za chwilę będę z tobą.
TelCom Agent: Widzę, że wybrano commit na [LINK].
Klient: Tak, chcę zobowiązać się do 792.. Odbyliśmy dyskusję, a przedstawiciel handlowy zaoferował wyższe miesięczne płatności i długoterminowe zobowiązanie.
Agent TelCom: Świetnie, jakie jest twoje źródło dochodu?
Klient: Ubezpieczenie społeczne i niepełnosprawność.
TelCom Agent: Dziękuję za to. Jak długo to potrwa?"
84,yes,"Klient: Cóż, co miesiąc otrzymuję rachunek w wysokości 150 USD za mój telefon, którego nigdy nie używam (moja firma płaci za mój telefon), a następnie muszę płacić 30 USD każdego miesiąca za Xfinity TV i Sling TV. A ja naprawdę tego nie potrzebuję. A potem muszę płacić 20 dolarów co miesiąc za moje połączenie internetowe.
Agent TelCom: Och, Kevin, przykro mi to słyszeć. Niestety nie mogę anulować umowy. Gdybym był w stanie, nie miałoby znaczenia, jaki rodzaj usług świadczą, byłbyś w stanie uzyskać lepszą ofertę z nami.
Klient: To nie jest to, co mówię. Chcę anulować moje"
85,no,Nan
86,yes,"Klient: Cóż, właściwie to duży problem. Właśnie miałem zamiar anulować umowę, ale dostałem e-mail od mojego agenta TelCom, że jeśli anuluję umowę, naliczą mi odsetki, a szczegóły anulowania nie zostały mi przesłane. Musiałem więc odwołać i nie wiedziałem, jak mam to zrobić w ciemności.
TelCom Agent: Zgadza się. Zrób wszystko, co w Twojej mocy, aby rozwiązać ten problem tak szybko, jak to możliwe.
Klient: W porządku.
Agent TelCom: W porządku, Cory. Dzięki. Będę zaraz w twoim biurze, aby pomóc ci w procesie anulowania.
Klient: I"
87,no,"Klient: Chciałem tylko wiedzieć, aby uaktualnić pakiet głosowy, ponieważ używam mojego iPhone'a od zaledwie kilku lat.
TelCom Agent: Ok, mamy kilka planów do wyboru, które znajdziesz w menu obok numeru planu. Możesz wybrać jeden z następujących planów: 42 USD miesięcznie dla planu rodzinnego, 65 USD miesięcznie dla planu indywidualnego lub 74 USD miesięcznie dla planu indywidualnego i rodzinnego. Wszystkie te plany obejmują nieograniczoną liczbę rozmów i wiadomości tekstowych na naszych urządzeniach mobilnych. Będziesz oczywiście potrzebował swojego istniejącego numeru konta i będziesz musiał upoważnić TelCom do obciążenia"
88,no,"Klient: Wiesz, właśnie przygotowuję się do uaktualnienia mojego planu taryfowego. Mam pytania dotyczące planu uaktualnień?
Agent TelCom: Cześć Amanda, zacznijmy od twojego numeru. Masz numer?
Klient: Mam 571-15-2684.
TelCom Agent: Zgadza się. Masz umowę z TelCom?
Klient: Tak, ale właśnie przygotowuję się do uaktualnienia do planu kontraktowego o wartości 60 USD miesięcznie.
TelCom Agent: A co chciałbyś uaktualnić?
Klient: Chciałbym uaktualnić do planu, który obejmuje nieograniczoną ilość danych.
Tel"
89,yes,"Klient: Cóż, miałem wrażenie, że modem nie działa, czy to prawda?
TelCom Agent: Tak, to prawda. Jak mogę Ci pomóc?
Klient: Zastanawiam się, czy rzeczywiście powinienem dostać nowy modem?
TelCom Agent: O nie, to nie jest dobry pomysł. Nie dlatego, że modem tutaj w Chicago jest zły, ale po prostu nie jest zły. Modem ten jest świetny. Ale po prostu go nie potrzebujesz.
Klient: Cóż, myślę, że to zależy od tego, co rozumiesz przez zły modem. Mam na myśli Motorola w Nowym Jorku?
TelCom Agent"
90,no,"Klient: Tekst
Agent TelCom: W porządku. Jak się nazywasz?
Klient: Teri
Agent TelCom: Teri. Jaki masz numer telefonu?
Teri: 5283342172
TelCom Agent: A skąd dzwonisz?
Teri: Z mojego domu w Memphis TN
Agent TelCom: Dobra, Teri, [Odświeżone] ponownie. To świetnie. Więc co chciałbyś uaktualnić?
Teri: Chciałbym uaktualnić mój głos do mówienia lub SMS-a do tekstu.
TelCom Agent: Skończyłeś z TelCom?
"
91,yes,Nan
92,no,"Klient: Chcę uaktualnić usługę głosową do 2G.
TelCom Agent: To będzie kosztować 7,50 USD miesięcznie. Ile tekstów chcesz dodać?
Klient: Mam dziś jeden tekst.
Agent TelCom: Ok, 2,00 USD miesięcznie. Co dodacie przy pierwszym uaktualnieniu?
Klient: Cóż, dodałbym usługę głosową.
TelCom Agent: To będzie $ 5.00 miesięcznie, więc jest to $ 55.00 rocznie na uaktualnienie do Voice.
Klient: Ok, to brzmi dobrze.
TelCom Agent: Zgadza się"
93,no,"Klient: Obecnie lubię pocztę głosową i tekst i chciałbym mieć oba. Dziękuję.
TelCom Agent: A co z danymi?
Klient: Obecnie mam nieograniczoną ilość danych i chciałbym, aby zostały one zwiększone do limitu danych wynoszącego 1 GB.
TelCom Agent: Świetnie, więc możemy przejść przez proces tej aktualizacji dzisiaj. Zobaczę, czy mój przełożony może się tym dzisiaj zająć.
Agent TelCom: Dziękuję, postaram się porozmawiać z moim przełożonym i wrócić do ciebie tak szybko, jak to możliwe.
Agent TelCom: W porządku, będę cię o tym informował i będę też"
94,no,"Klient: Jedno i drugie.
TelCom Agent: Świetnie. Ile masz numerów telefonów?
Klient: Mam siedem i jest ich ta sama liczba.
TelCom Agent: W porządku, musisz do nich zadzwonić.
Klient: Przepraszam, powiedziałem siedem.
Agent TelCom: Cóż, technicznie jest to siedem różnych numerów z losową sekwencją (tak to nazywają) i nie będę w stanie ci w tym pomóc. I nie można nic zmienić w istniejących umowach z TelCom.
Klient: Racja. Cóż, mógłbym użyć dodatkowych 25 USD miesięcznie, jeśli"
95,no,"Klient: Chciałbym uaktualnić mój głos na linii stacjonarnej do 993. Wiem, że nasz obecny sprzęt to 847, ale chciałbym go zmodernizować.
TelCom Agent: To 993. Jaki jest koszt aktualizacji głosu?
Klient: To jest koszt i
Agent TelCom: Skieruję cię do naszego technika.
Agent TelCom: Dziękuję Caryn. Wkrótce się z Tobą skontaktujemy.
Klient: Zadzwoniłem i powiedziałem im o kosztach instalacji i chciałbym to zrobić dzisiaj.
TelCom Agent: Dziękuję C"
96,no,Nan
97,no,"Klient: Cóż, jestem bardzo zadowolony z usługi, którą otrzymałem od TelCom i chciałbym uaktualnić moją umowę.
Agent TelCom: Przykro mi, ale nie mogę dziś uaktualnić umowy, ale cieszę się, że zadzwoniłeś i porozmawiałeś ze mną dzisiaj. Proszę dać mi znać następujące informacje, abyśmy mogli pomóc Ci w nadchodzącym zamówieniu.
Klient: Cześć, jestem bardzo zadowolony z usługi, którą otrzymałem od TelCom. Właśnie zastanawiałem się, czy mogę uaktualnić moją umowę?
Agent TelCom: Och, przepraszam, czy możesz skontaktować się ze mną ponownie, a my cię dopadniemy"
98,yes,"Klient: Cóż, problem polega na tym, że otrzymuję dziesiątki telefonów dziennie od ludzi, którzy chcą wiedzieć, czy jestem porażką, czy też zostałem wpisany na czarną listę. To znaczy, doszedłem do punktu, w którym chcę tylko powiedzieć, że nie zamierzam już tam pracować i sugeruję, aby sprowadzili kogoś nowego.
TelCom Agent: Jak daleko zaszło twoje zamówienie?
Klient: Nawet nie otrzymałem jeszcze zamówienia, ale już mam wiele osób, które chcą ze mną porozmawiać.
Agent TelCom: Więc mówisz, że miałeś... Liczba osób, które próbują się z Tobą skontaktować?
Klient: Tak, a większość z nich dzwoni z"
99,yes,"Klient: Cóż, to stary system rozliczeniowy TelCom z ostatnich 5 lat. Nie ufam już i myślę, że powinieneś zmienić system na nowszy. Chciałbym podać numer oddzwaniania.
Agent TelCom: Och, absolutnie. Jesteśmy dostępni od zaraz - jeśli chcesz, możesz zadzwonić na linię pomocy technicznej TelCom.
Klient: Okej, rozumiem, dlaczego potrzebujesz nowego systemu rozliczeniowego, ale nie wiem, czy mogę to zrobić. Chciałbym poznać zasady anulowania rezerwacji.
Agent TelCom: Cóż, chciałbym porozmawiać z tobą osobiście, aby podjąć tę decyzję, Faye. Jeśli"
100,no,"Klient: Chcę przejść na plan franczyzowy, który pozwala mojej rodzinie korzystać z własnego numeru telefonu.
TelCom Agent: Śmiało wybierz to.
Klient: Dziękuję Donna, i czy powinienem uaktualnić mój plan w najbliższym czasie?
Agent TelCom: Nie martw się, naprawdę lubimy twoją rodzinę i chcielibyśmy zaoferować ci dobrą ofertę. Damy Ci doskonałą ofertę.
TelCom Agent: Teraz chciałbym wyjaśnić, czym jest smartfon. Dla twojej informacji, jestem klientem smartfona, który używa własnego numeru telefonu i płacę taką samą miesięczną stawkę, jak klienci, którzy"
101,no,Nan
102,no,Nan
103,no,"Klient: Chcę uaktualnić moją usługę głosową i tekstową do danych.
TelCom Agent: Świetnie, jaki jest koszt tej aktualizacji?
Klient: $70 miesięcznie.
Agent TelCom: Fantastyczny Darren, porozmawiamy o tym z zespołem sprzedaży. A o której chcesz zacząć?
Klient: Czy możesz po prostu dać mi program, którego potrzebuję, aby to dla mnie zrobić? Ponieważ nie jestem do końca pewien, co się stało z moim telefonem.
Agent TelCom: Cóż, chciałbym szybko zacząć, Darren, więc wykonaj poniższe czynności, aby uaktualnić swoje usługi. Kliknij link w"
