churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
no,"Klient: Voice.
Agent TelCom: Świetnie, jak długo trwa proces aktualizacji?
Klient: Nie mogę sobie wyobrazić, aby TelCom potrzebował więcej niż kilka dni na aktualizację mojej umowy.
Agent TelCom: OK. Chcielibyśmy więc zaktualizować komponent głosowy w pierwszym miesiącu korzystania z usługi. Jak mamy postąpić?
Klient: Jasne. Wpiszę mój obecny numer telefonu i nowy numer, a następnie dam znać, gdy otrzymam odpowiedź od TelCom.
Agent TelCom: OK, świetnie. A jak szybko można się spodziewać odpowiedzi",NE,112,area_code_415,no,no,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2
no,"Klient: Zastanawiałem się, czy macie wiele telewizorów, takich jak w wersjach demonstracyjnych, których używaliście podczas imprezy wprowadzającej produkt na rynek? Zastanawiałem się, czy moglibyście mi pomóc w znalezieniu najlepszego modelu do mojego planu mieszkania?
Agent TelCom: Czy jest jakiś konkretny model, którego chciałby Pan użyć?
Klient: Chciałbym rozszerzyć mój plan telefoniczny na taki, który ma więcej transferu danych i więcej minut głosowych, jeśli jest to możliwe. Chciałbym też zmienić pocztę głosową na taką, która będzie miała identyfikację numeru dzwoniącego.
Agent TelCom: Jasne, Todd. Czy ma Pan/Pani nowy numer telefonu, którego chciałby Pan/Pani używać?
Klient:",OR,76,area_code_415,no,no,0,169.5,77,28.82,124.0,87,10.54,219.4,92,9.87,10.0,3,2.7,0
no,"Klient: Nie mam danych, ale chciałbym uaktualnić moją usługę do czegoś, co pozwoli mi w przyszłości korzystać z szybkiego Internetu dla wszystkich moich potrzeb związanych z Internetem.
Agent TelCom: Edward, jesteś połączony z TelComem. Chciałbym, abyś zapoznał się z dostępnymi opcjami. Pierwszą z nich jest dekoder ADSL2+, który umożliwia podłączenie do Internetu istniejącej w domu linii telefonicznej.
Klient: OK, mam kilka zainstalowanych dekoderów, jak również kilka wirtualnych, których używam do korzystania z Internetu.",FL,41,area_code_415,no,yes,41,207.3,95,35.24,137.3,120,11.67,115.7,74,5.21,5.9,3,1.59,1
no,"Klient: Wszystkie trzy.
Agent TelCom: Ok. Ile chciałby Pan za to zapłacić?
Klient: 299,99 USD.
Agent TelCom: Proszę pozwolić mi skontaktować się z moim przełożonym. Czy możesz to dla mnie zrobić?
Agent TelCom: Jasne, zaraz tam będę.
Agent TelCom: Dziękuję, Jessica. Nie mogę się doczekać, kiedy zaktualizujesz swoją ofertę.
Klientka: Dziękuję, do widzenia.
Agent TelCom: Do widzenia Jessica. Do widzenia.
Klient: Naprawdę?
Klient: Czy to dla mnie?
Klient: Do mojego numeru telefonu?
Klient: Powiedziano mi, że",UT,134,area_code_415,no,no,0,258.8,85,44.0,129.5,114,11.01,193.6,106,8.71,10.9,7,2.94,2
yes,"Klient: Już od dłuższego czasu czekaliśmy na coś tej wielkości. Powiedziano mi, że możemy się go spodziewać w styczniu. W listopadzie zaczęto go sprowadzać, a kiedy w końcu go otrzymaliśmy, powiedziano nam, że będzie w lutym. Kiedy w końcu dotarł, powiedziano nam, że będzie w kwietniu. Teraz usługa przestała działać, a ja od trzech tygodni czekam na jej prawidłowe działanie.
Agent TelCom: Po prostu nie działa poprawnie?
Klient: Mam wrażenie, że nie ma połączenia między modemem a sprzętem. Zmniejsza się tylko do około 15-20%, a potem zaczyna tracić połączenie.",NM,41,area_code_415,no,no,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3
yes,"Klient: Pomyślałem, że chciałbym mieć możliwość otrzymania rachunku za następny miesiąc i nie musieć czekać do następnego okresu rozliczeniowego. Wiem, że moja obecna usługa telefoniczna ma numer 23 i że moja obecna linia nie jest często używana. Czy jest to możliwe?
Agent TelCom: Zdecydowanie tak. Dlaczego nie zadzwonisz pod swój obecny numer TelCom i nie poprosisz o oddzwonienie do mnie, aby sprawdzić, czy uda Ci się uzyskać to, co chcesz?
Klient: Dobrze. Tak zrobię. Dziękuję.
Agent TelCom: Dziękuję za telefon do TelCom. Pozwól, że podam Ci jeszcze kilka szczegółów. To ważne.",SC,40,area_code_415,no,no,0,309.4,86,52.6,271.3,98,23.06,197.1,116,8.87,11.2,5,3.02,3
no,"Klient: Jestem zadowolony z usług głosowych, tekstowych i transmisji danych. Chciałbym zobaczyć aktualną cenę, jeśli moglibyście mi ją teraz przesłać.
Agent TelCom: Oczywiście, natychmiast wyślę aktualną cenę za usługę. Musimy jednak wprowadzić kilka zmian i zaktualizować konto, więc zajmie to kilka minut?
Agent TelCom: Oczywiście. Utworzymy dla Ciebie tymczasowe konto, aby przelać środki ze starego konta TelCom.
Klient: Dobrze, mam konto tymczasowe. Mam kartę U.S. Bank MoneyPak.",SD,110,area_code_408,no,yes,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2
no,"Klient: Chcę przejść na LTE.
Agent TelCom: Dziękuję Helen. Jak rozumiem, nie zakupiłaś jeszcze telefonu, a musisz go mieć, aby skorzystać z oszczędności 30 USD. Jaki jest Pani numer telefonu?
Klientka: 6205860465
Agent TelCom: Helen, czy mogę sprawdzić w sklepie, czy mogą wysłać Ci nowy telefon?
Klientka: Nie, mam już jeden. Działa bez zarzutu. Muszę go tylko uaktualnić.
Agent TelCom: Dziękuję, Helen. Jak się nazywasz i jaki jest Twój numer telefonu?",MD,84,area_code_510,no,no,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0
no,"Klient: Chcę po prostu porozmawiać z moimi klientami i omówić z nimi usługi.
Agent TelCom: Jak często może to pomóc w zwiększeniu wydajności instalacji?
Klient: Cóż, chciałbym, aby usługa była instalowana co dwa tygodnie.
Agent TelCom: Oczywiście, dziękuję. A kiedy zakończy pan proces przechodzenia na mnie, może pan zlecić nam aktualizację swojej konfiguracji, tutaj, w moim biurze.
Klient: Och, to świetnie. Dziękuję.
Agent TelCom: Dziękujemy za telefon do TelCom. Jesteśmy bardzo zadowoleni",NM,132,area_code_408,no,no,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1
no,"Klient: Chciałbym uaktualnić wszystkie trzy.
Agent TelCom: Wszystkie trzy? To trochę więcej niż w ramach obecnej umowy. Musisz wrócić za kilka dni, a my omówimy szczegóły aktualizacji.
Klient: Aha, rozumiem. Życzę miłego weekendu.
Klient: Czy możecie podać więcej szczegółów?
Agent TelCom: Jasne! W porządku, będziemy potrzebować nieco więcej informacji na temat tego, co chcesz uaktualnić.
Klient: Na przykład co dokładnie?
Agent TelCom: Tak. Jak .",MA,46,area_code_408,no,no,0,139.4,81,23.7,223.7,113,19.01,173.1,77,7.79,13.6,6,3.67,1
no,"Klient: Połączenia głosowe, tekstowe i transmisja danych.
Agent TelCom: Dziękujemy za podzielenie się z nami swoją opinią. Czy ma Pan/Pani jakieś pytania w tej sprawie?
Klient: Nie, chcę tylko otrzymać aktualizację.
Agent TelCom: Jak już mówiłam, z przyjemnością pomagamy wszystkim naszym klientom, oferując im najlepsze dostępne stawki. Mam na imię Terri. Czy może mi pan powiedzieć, jakie są możliwości podwyższenia standardu?
Klient: Um, usługa 56k, a następnie 3gb.
Agent TelCom: Dziękujemy za podzielenie się z nami swoją opinią. Czy ma Pani jakieś pytania w tej sprawie?",NH,115,area_code_510,no,no,0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3
no,"Klient: Chciałbym przejść na pakiet FTTH o przepustowości 50 Mb/s w dół i 10 Mb/s w górę.
Agent TelCom: Następnym krokiem, który bym polecił, jest złożenie oferty online. Ile to będzie kosztować?
Klient: 69,99 USD miesięcznie.
Agent TelCom: Obecnie jest Pan/Pani zarejestrowany/a w tej okolicy na rachunek Telco. Czy chciałby Pan/Pani wykupić nową usługę w ramach rachunku za usługi Telco?
Klient: Jasne. Skończyłem z Telcom. Nie zamierzam wracać.
Agent TelCom: Świetnie! Czy rozważa Pan przyniesienie własnego modemu kablowego?",OK,138,area_code_510,no,yes,33,155.2,139,26.38,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62,3
no,"Klient: Chciałbym uzyskać możliwość wysyłania SMS-ów przez telefon.
Agent TelCom: Cóż, dzisiaj jest to już dostępne. Jaki jest Twój numer agenta rozliczeniowego?
Klient: Nie wiem, jaki jest ten numer. Nie mam go w kartotece, ale mam konto w T-Mobile.
Agent TelCom: Cóż, można go uzyskać tutaj. Hej, co powiesz na to, że to już piąte połączenie w ciągu dnia. Czy chciałby Pan teraz zamówić usługę SMS?
Klient: Chyba tak.
Agent TelCom: W porządku, świetnie. Świetnie. A czy nie mógłbyś pobierać",VT,111,area_code_408,no,no,0,99.3,112,16.88,270.5,136,22.99,225.3,94,10.14,9.0,6,2.43,3
no,"Klient: Chciałbym zwiększyć mój plan taryfowy na transmisję danych do nielimitowanego.
Agent TelCom: Świetnie! Dziękuję za zainteresowanie firmą TelCom. Jeśli chcesz uaktualnić swoją usługę Telco, podaj mi dane dotyczące aktualnej usługi, a ja z przyjemnością ustalę termin uaktualnienia do nielimitowanej ilości danych. Rozumiem, że od ponad roku korzystasz z usług TelCom i masz za sobą wiele lat współpracy z obecnym operatorem. Czy jest jeszcze coś, w czym mogę pomóc?
Klient: Właściwie to nie jestem zadowolony z szybkości mojej usługi. Mam iPhone'a 4S i jego prędkość wynosi już 70",RI,121,area_code_510,no,yes,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0
no,"Klient: Chcę uaktualnić moje dane.
Agent TelCom: Świetnie. Na jaki okres chciałby Pan/Pani podwyższyć wartość połączeń głosowych i tekstowych?
Klient: Jeden rok.
Agent TelCom: Dobrze, czy będzie Pan/Pani płacił/a kaucję, czy chce Pan/Pani zapłacić z góry?
Klient: Nie, chcę uaktualnić moje dane.
Agent TelCom: Dobrze, w takim razie z przyjemnością dokonam aktualizacji danych.
Klient: Dobrze. Dziękuję. Chciałem podziękować za pomoc. Jeśli ma pan czas, czy mógłby mi pan powiedzieć, jak działają wasze taryfy?
Agent TelCom: Oczywiście,",NH,78,area_code_408,no,yes,28,130.5,109,22.19,173.3,99,14.73,192.2,106,8.65,10.4,3,2.81,3
no,"Klient: Głos i tekst
Agent TelCom: Jeszcze dzisiaj zajmę się Twoim zamówieniem. Ponieważ nowy plan jest realizowany w ramach umowy, muszę sprawdzić na stronie internetowej operatora, czy nie trzeba będzie ponieść dodatkowych opłat. Kiedy to zrobię, będę miał przygotowane odpowiednie opłaty do zastosowania.
Klient: Ok, tak, jutro zastosuję te opłaty.
Agent TelCom: Dobrze, zaraz do Ciebie przyjdę. Teraz muszę sprawdzić, czy nowy plan taryfowy obejmuje wszystkie usługi podstawowe, które są zawarte w obecnym planie.
Klient: Tak.",GA,101,area_code_415,no,yes,33,200.1,108,34.02,188.9,122,16.06,205.1,90,9.23,15.5,4,4.19,0
no,"Klient: Nie mam jeszcze żadnego pomysłu. Chciałbym najpierw zobaczyć ceny.
Agent TelCom: Dobrze, więc przeanalizuję to dla Ciebie. Jaki produkt i za jaką cenę chciałby Pan zobaczyć?
Konsument: Nie mam jeszcze pomysłu, ale planuję wykupić najlepszy plan taryfowy na transmisję danych, na jaki mnie stać. Ich cena wynosi 25 USD miesięcznie, ale jest o połowę niższa niż w przypadku Verizon.
Agent TelCom: To dla nas bardzo ważne, abyś otrzymał jak najlepszą ofertę. Przekażę im, jeśli pomożesz mi uzyskać lepszą cenę. A",WV,62,area_code_408,no,no,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1
no,"Klient: Chciałbym zamienić mój telefon głosowy na telefon do transmisji danych.
Agent TelCom: Świetnie, czy mogę prosić o wycenę i jaki jest całkowity koszt wymiany telefonu na telefon do transmisji danych?
Klient: 440,00 USD za oba.
Agent TelCom: Dziękuję, George. Chcę sprawdzić, czy na koncie klienta nie ma zaległych opłat za telefon.
Klient: Widzę te opłaty na rachunku i jest to tylko 25 dolarów z kwoty 440,00 dolarów.
Agent TelCom: Będę musiał skontaktować się z działem rozliczeń, aby to przekazać. W jaki sposób",MD,107,area_code_415,no,no,0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0
no,"Klient: Głos, tekst.
Agent TelCom: Dziękuję. Teraz przez chwilę będę musiał trzymać rękę z dala od nowej linii. Czy może mi pan otworzyć drzwi? Jeśli drzwi są otwarte, wewnątrz domu nic się nie stanie. To pan jest odpowiedzialny za otwieranie drzwi.
Klient: Dobrze.
Agent TelCom: Teraz będę musiał przez chwilę trzymać rękę z dala od nowej linii i przez minutę niczego nie dotykać. Dziękuję, Andrea. Rozmowa z Tobą była bardzo pomocna.
Klient: Tak.
Agent TelCom: Obawiam się, że to",VA,153,area_code_510,no,no,0,195.4,107,33.22,154.6,96,13.14,142.8,97,6.43,11.6,6,3.13,1
no,"Klient: Tekst.
Agent TelCom: Brzmi dobrze. Czy może mi Pan podać swoje imię i nazwisko oraz numer telefonu?
Klient: Numer telefonu to 7273989933.
Agent TelCom: Dziękuję za telefon do TelCom. Zanim zaczniemy, czy mogę zadać kilka pytań?
Klient: Oczywiście.
Agent TelCom: Od jak dawna jest Pan/Pani klientem Telco?
Klient: Około półtora roku.
Agent TelCom: W porządku, wezmę to pod uwagę. Poprosiłem o podanie nazwiska i numeru telefonu klienta, aby wysłać do niego fakturę. Czy może Pan/Pani podać",NC,190,area_code_408,no,no,0,182.2,101,30.97,212.3,95,18.05,233.0,123,10.49,9.3,4,2.51,2
yes,"Klient: Cóż, mam problemy z połączeniem się z serwerem i nie mam szansy porozmawiać z kimś, zanim oddzwonię.
Agent TelCom: A to dobrze, z jakiego numeru pan dzwoni?
Klient: 0813789522, TelCom.
Agent TelCom: OK Thomas, czy mogę zadać Ci kilka pytań, aby sprawdzić, czy jesteś zadowolony z działania usługi?
Klient: [niesłyszalne].
Agent TelCom: OK, czy mógłbyś skontaktować się z nimi od razu i poinformować, że chcesz zrezygnować i dlaczego?
Klient: Tak, dlaczego?
Tel.",TX,169,area_code_408,no,no,0,266.7,105,45.34,158.2,88,13.45,287.7,111,12.95,13.8,3,3.73,3
yes,"Klient: Od wielu lat korzystam z usług TelCom, ale ostatnio jestem bardzo niezadowolony z obsługi i doprowadza mnie to do szału.
Agent TelCom: Przykro mi to słyszeć, czy rozmawiał Pan już ze swoim przedstawicielem TelCom?
Klient: Nie, rozmawiałem z agentem TelCom, który powiedział mi, żebym zadzwonił do Pana i to do Pana mam zadzwonić.
Agent TelCom: Cóż, mamy kilku agentów, którzy mogą panu pomóc, ale będę musiał zadzwonić do biura głównego, aby sprawdzić, czy mogą panu pomóc.
Klient: Bardzo chcę rozwiązać umowę, ale nie chcę tego robić.",MD,93,area_code_510,yes,no,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1
no,"Klient: Jestem bardzo zainteresowany uaktualnieniem mojej umowy. Poproszę również o podanie cen za połączenia głosowe, SMS-y i transmisję danych.
Agent TelCom: Miło mi to słyszeć, Joseph. Co chciałby Pan wiedzieć o procesie aktualizacji umowy?
Klient: Cóż, upgrade będzie dość prosty. W momencie uaktualnienia chciałbym zapłacić w całości za moją obecną umowę.
Agent TelCom: Miło mi to słyszeć, Joseph. Oto, co otrzymasz w momencie aktualizacji:
Agent TelCom: Twój numer telefonu to 3684020281?
Klient: Tak.
Agent TelCom: I .",IL,71,area_code_415,no,no,0,207.0,112,35.19,173.8,96,14.77,178.4,61,8.03,12.1,3,3.27,1
no,"Klient: Szukam zmian w obecnym planie Verizon, który posiadam.
Agent TelCom: Poproszę technika, aby zaczął od sprawdzenia szczegółów planu, który Pan posiada. Zrobię to później w ciągu dnia. Czy mogę prosić o powtórzenie nazwiska?
Klient: Cześć, tu Weronika, a ja mam na imię Weronika. Czy mogę zacząć od podania imienia i numeru telefonu?
Agent TelCom: Cześć Weronika. Nie ma sprawy. W czym mogę Ci dzisiaj pomóc?
Zastępca agenta TelCom: Miło mi to słyszeć, Weroniko. W czym mogę Ci dzisiaj pomóc?
Agentka TelCom: Cześć Weronika",OH,93,area_code_415,no,yes,42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7
no,"Klient: Chciałbym rozszerzyć moją usługę do 25 Mb/s za 50 dolarów miesięcznie.
Agent TelCom: Dziękuję, Theodore. Z jakich prędkości chciałby Pan korzystać?
Klient: Chcę 25 Mb/s.
Agent TelCom: Czy dobrze rozumiem, że w tej chwili nie musi Pan zwiększać prędkości pobierania danych?
Klient: Nie.
Agent TelCom: Dziękuję, Theodore. Myślę, że to prawda. Ponieważ nie upłynął jeszcze termin aktualizacji, oznacza to, że masz talent na pozostałe trzy miesiące, zgadza się?
Klient: Tak.
Agent TelCom: A czy powinien Pan",VA,102,area_code_408,no,no,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2
no,"Klient: Najpierw chciałbym porozmawiać o tym, jak chciałbym unowocześnić moje usługi. Jestem bardzo zadowolony z usług TelCom i jestem z nich zadowolony od lat. Nie mam żadnych skarg i nie znam nikogo, kto by je miał. Jaki rodzaj modernizacji byłby dla Pana najlepszy na dzień dzisiejszy?
Agent TelCom: Na początek chciałbym przedstawić naszą strukturę cenową usług telefonicznych. Oferujemy szeroką gamę opcji cenowych dla wszystkich naszych produktów internetowych. Można wybrać zarówno ceny stałe, jak i zmienne. Ceny stałe wynoszą od 0,51 USD do 4,14 USD za minutę bez opłat za połączenia.",CO,97,area_code_510,yes,no,0,230.6,131,39.2,261.3,136,22.21,157.1,96,7.07,6.8,4,1.84,0
yes,"Klient: Chcę mieć możliwość rozwiązania umowy, bo chyba nie chcę zostać. Mój lokalny dostawca jest okropny i naprawdę chciałbym go zmienić.
Agent TelCom: Rozumiem. Cóż, nie pozwolę na to, ale jeśli chce Pan zmienić dostawcę, proszę to zrobić.
Klient: Pewnie, że mogę.
Agent TelCom: Dziękuję, Heather. Przeglądając Twoje dane, zauważyłam, że korzystasz z telefonu komórkowego. Widziałem Twój numer telefonu wyświetlany na innych stronach internetowych i słyszałem wiele historii o tym, że jeśli spojrzysz na numer na stronie internetowej, jest on inny niż ten, którego używałeś.",WV,78,area_code_408,no,no,0,226.3,88,38.47,306.2,81,26.03,200.9,120,9.04,7.8,11,2.11,1
no,,DE,89,area_code_408,no,no,0,197.1,110,33.51,165.9,115,14.1,227.3,106,10.23,12.8,3,3.46,1
yes,"Klient: Dostaję od nich dwa SMS-y z prośbą o aktualizację danych do faktury.
Agent TelCom: Nic nie jest nie tak z danymi billingowymi, po prostu pozwolę im to załatwić.
Klient: Dostaję jednego SMS-a z informacją, że mają problem z moim numerem telefonu i muszą się upewnić, że jesteś klientem Telcomu.
Agent TelCom: To żaden problem, może pan po prostu powiedzieć, żeby wyczyścili mój numer telefonu, a my i tak zrobimy wszystko, co w naszej mocy, żeby rozwiązać ten problem.
Klient: W porządku, dziękuję. A w czym jest problem?
Agent HtmlScrivener: Jeśli mogę zacząć od tego, że jest nam przykro",ME,75,area_code_408,yes,no,0,211.3,61,35.92,105.6,119,8.98,175.9,63,7.92,9.7,4,2.62,4
no,"Klient: Szukałem usługi, która ma świetny plan taryfowy na nieograniczoną ilość danych oraz przyzwoity plan taryfowy na połączenia głosowe.
Agent TelCom: Rozumiem, że chciałby Pan zaktualizować swoją usługę. Czy jest coś jeszcze?
Klient: Chcę tylko wiedzieć, czy istnieje szerszy zakres opcji cenowych, na przykład wybór tego samego dnia lub następnego, albo coś podobnego.
Agent TelCom: Przykro mi, ale mamy tylko opcje tego samego dnia, następnego dnia, a także 2 i 5 dni. Doceniam, że się ze mną skontaktowałeś i oczywiście rozumiem Twoje pragnienie",VA,136,area_code_408,no,no,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2
