churn,chat_log
no,"Klient: Co powiesz na wszystkie trzy jednocześnie?
Agent Telcom: To fantastyczne Fernando, to świetna wiadomość.Masz tam świetny przedstawiciel obsługi klienta.Teraz upewnię się, że wszyscy są zadowoleni z naszej usługi, a następnie przyjrzymy się Twoim obecnym kontraktom.
Klient: Dziękuję, zadbam o to.
Agent Telcom: Dziękuję.Więc co chciałbyś wiedzieć dalej?
Klient: Czy akceptujecie karty kredytowe?
Agent Telcom: Tak, akceptujemy karty kredytowe.Proszę podać mi informacje o karcie kredytowej?
Klient: Tak, poczekam."
no,
no,
no,"Klient: Mam na myśli, że potrzebuję tylko telefonu, którego można użyć w podróży.Mam - czy to ma znaczenie?
Agent Telcom: Nie musisz się martwić, po prostu zdobądź nowszy model, a my możemy uzyskać najlepszą ofertę.
Klient: Jasne, to zrobię.A jak długo byłby nowy plan?
Agent Telcom: dwa lata.
Klient: OK, to świetnie, dzięki.
Agent Telcom: A co chcesz kupić?
Klient: Nie jestem pewien, po prostu oddzwonisz.
Agent Telcom: Jasne Kellie.Do widzenia."
yes,"Klient: Więc miałem trudności z tym agentem Telcom i miałem nadzieję, że możesz mi pomóc?
Agent Telcom: Och, tak, dlaczego nie wejdziesz i pokażę ci?
Klient: OK, to brzmi dobrze.Będę tam.
Klient: Cześć.To przyjemność.Mam kilka pytań na temat tego, co właśnie usłyszałem.
Agent Telcom: Okej, muszę cię zapytać, tak jak powiedziałem, możesz wyczuć desperację w swoim głosie, ale nie mogę obiecać pracy.Czego szukam?
Klient: Więc, jakby to był środek"
no,"Klient: Chcę zaktualizować moją usługę do głosu i SMS -ów.
Agent Telcom: Dobrze, naprawdę to doceniam.Jak długo zajmie ci ulepszenie?
Klient: Powiedziano mi, że zajmie to około dwóch tygodni, ale nie chcę czekać na to tak długo.
Agent Telcom: Przykro mi to słyszeć.Więc Chris, czy mógłbyś po prostu podać nam swój adres, abyśmy mogli go wysłać?
Klient: W takim razie podam ci mój adres domowy.
Agent Telcom: Byłoby świetnie.I twój numer telefonu?
Klient:"
no,
no,"Klient: Chciałbym zaktualizować mój plan głosowy do Skype dla biznesu.
Agent Telcom: Przepraszam, ale nie mogę dziś na to uaktualnić.Kiedy jestem zawieszony na Telcom, czy możesz dać mi znać, kiedy technik będzie dostępny?
Klient: Jasne, kiedy muszę wejść?
Agent Telcom: Dzięki za pytanie.Niedługo z tobą skontaktujemy się z tobą.Czy możesz mieć dostępne imię i nazwisko i numer telefonu, kiedy wrócę na linię?
Klient: Jasne, jasne.
Agent Telcom: Dzięki, Mattie.Będę miał rację"
no,"Klient: Chciałbym ulepszyć usługę głosową do większej pojemności.
Agent Telcom: Och, naprawdę?Cóż, przyjrzę się temu.
Klient: Dziękuję.
Agent Telcom: W porządku, możesz zacząć od pobrania kopii aktualnej umowy tutaj w Telcom, a także kopii nowej umowy.
Klient: Świetnie, dziękuję Cassie.Czy możesz wyciągnąć nową umowę?
Agent Telcom: Przepraszam, że nie mogę po prostu wydrukować czegoś takiego, przepraszam.
Klient: Och, więc możesz przekazać mi wszystkie informacje, abym mógł"
no,
no,"Klient: Chciałbym zaktualizować usługę telefoniczną do telefonu 4G LTE.Rozumiem, czy muszę zapłacić wyższą stawkę, ale zastanawiałem się, czy mogę zapłacić obniżoną stawkę na roczną umowę, a jeśli tak, czy możesz mi powiedzieć, jak długo to będzie?
Agent Telcom: Cieszę się, że słyszę i czy mogę po prostu powiedzieć, że wspomniałeś, że byłeś bardzo zadowolony z usługi, którą otrzymałeś od Telcom?Gdybyśmy znów się z tobą spotkali, chętnie omówimy to z tobą i chętnie uaktualnilibyśmy twoją paczkę z tobą.
Klient: OK, OF"
yes,
yes,"Klient: Więc byłem bardzo niezadowolony z tej usługi i chciałbym anulować umowę.
Agent Telcom: Och, przykro mi, że usłyszeć tego Rogera.Czy mogę zapytać, co jest nie tak?
Klient: Więc byłem bardzo niezadowolony z tej usługi i chciałbym anulować umowę.
Agent Telcom: Och, przykro mi, że usłyszeć tego Rogera.Czy mogę zapytać, co jest nie tak?
Klient: Więc byłem bardzo niezadowolony z tej usługi i chciałbym anulować umowę.
Agent Telcom: Więc miałeś problem z usługą lub z przewoźnikiem?
Klient: Nie, byłem bardzo niezadowolony z tej usługi.Chciałbym więc anulować umowę."
no,"Klient: Chcę uaktualnić do części głosowej usługi.
Agent Telcom: łatwy.Przykro mi, że nie będziemy w stanie ulepszyć twojego istniejącego planu zgodnie z warunkami obecnej umowy.
Klient: Nadal nie rozumiem.Mówisz mi, że nie kwalifikuję się, ale potem odmawiasz uaktualnienia mojej usługi?
Agent Telcom: Racja, umowa została utworzona w celu rozwiązania faktycznych obaw, które zostały podniesione z Telcom na temat obsługi klienta.Z naszej perspektywy nie chcemy, aby ludzie zajmowali się problemami za pomocą usługi lub z usługą.Chcemy, aby nasi klienci mieli"
no,"Klient: Chciałbym przenieść mój numer telefonu do Telcom.Otrzymam koszt zmiany, a następnie upewnimy się, że otrzymasz kredyt.
Agent Telcom: OK, dziękuję za telefon William.Wkrótce skończysz.
Klient: Chciałbym również zdobyć myBudget.com.Czy byłbyś w stanie to zrobić dzisiaj?
Agent Telcom: Jasne William, dostanę, że zarejestruj się na MyBudget.com na nowy numer.
Klient: To świetnie.
Klient: Zastanawiasz się, czy Telcom zachowa dla mnie stary numer telefonu?"
no,"Klient: Och, prawdopodobnie wszystkie trzy.Na razie po prostu uaktualnię usługę głosową i dam ci znać moją decyzję później.
Agent Telcom: nie spiesz się, firma 3.
Klient: Och, dobrze.Jestem pewien, że możemy to zrobić.Dziękuję Ci.
Klient: Jeszcze raz dziękuję za pomoc.
Agent Telcom: Witam.Masz teraz do Telcom.
Agent Telcom: Witam.To, co zamierzasz nazwać, jest agentem Telcom.Telcom to firma telekomunikacyjna i świadczy te usługi jako klient.
Agent Telcom: Hello"
no,"Klient: Chciałbym zaktualizować głos i tekst do danych, a następnie chciałbym zaktualizować stacjonarny do linii światłowodowej, aby uzyskać wolniejszy ruch.
Agent Telcom: Wspaniale!Dziękuję za wkład.Widzę, że zmieniłeś swoje zamówienie.Odpowiedz poniżej wymaganych pól.
* Imię: * Nazwisko: * Numer telefonu: * * Uwagi: *
Pchanie „OK”, że z klientem pyta nas o jej rozmowę i plan tekstowy;Jednak nie ma w ręku funduszy i jest w stanie zmienić swój plan, dzwoniąc do agenta Telcom."
no,"Klient: Cóż, szukam lepszej ceny otrzymanej usługi, więc szukam najlepszej oferty.
Agent Telcom: Cieszę się, że Frederick.Patrzę na to regularnie, a moja następna faktura będzie na wycenę tego, czego chcesz od naszej firmy.Chciałbym więc zacząć od wyjaśnienia kilku rzeczy na temat naszej struktury cenowej.
Agent Telcom: Jak wszyscy wiemy, że Telcom zrobił coś więcej niż tylko świadczy usługi telefoniczne.Telcom zapewnia nieograniczony plan danych, DSL, telewizję kablową, Internet TWC i wiele więcej.Jak zawsze"
no,"Klient: Chciałbym zaktualizować do 792 .. Dodaj pakiet do głosu i tekstu.
Agent Telcom: Dziękuję klientowi.Za chwilę będę z tobą.
Agent Telcom: Widzę, że jesteś wybrany zatwierdzenie na [linku].
Klient: Tak, chcę zobowiązać się na 792 .. I przeprowadziliśmy dyskusję, a przedstawiciel sprzedaży oferował wyższe miesięczne płatności i długoterminowe zobowiązanie.
Agent Telcom: Świetnie, jakie jest Twoje źródło dochodów?
Klient: Ubezpieczenie społeczne i niepełnosprawność.
Agent Telcom: Dziękuję za to.Więc jak długo to potrwa"
yes,"Klient: Cóż, co miesiąc otrzymuję rozliczanie 150 USD za telefon, z którego nigdy nie używam (moja firma płaci za telefon), a następnie muszę płacić 30 USD za Xfinity TV i Sling TV.I naprawdę tego nie potrzebuję.A potem muszę zapłacić 20 USD co miesiąc za moje połączenie internetowe.
Agent Telcom: Och, Kevin, przykro mi to słyszeć.Niestety nie jestem w stanie anulować Twojej umowy.Gdybym był w stanie to nie mieć znaczenia, jakiego rodzaju usługi świadczą, byłbyś w stanie uzyskać z nami lepszą ofertę.
Klient: Nie o to mówię.Chcę anulować moje"
no,
yes,"Klient: Cóż, właściwie to duży problem.Właśnie miałem anulować umowę, ale dostałem wiadomość e -mail od mojego agenta Telcom, mówiąc, że jeśli anuluję umowę, obciążę mnie zainteresowaniem i że szczegóły anulowania nie zostały mi przesłane.Musiałem więc anulować i nie wiedziałem, jak mam to zrobić w ciemności.
Agent Telcom: To prawda.Zrób, co możesz, aby jak najszybciej to rozwiązać.
Klient: OK.
Agent Telcom: OK, Cory.Dziękuję.Będę bezpośrednio do twojego biura, aby pomóc ci w procesie anulowania.
Klient:"
no,"Klient: Chciałem tylko wiedzieć, aby ulepszyć pakiet głosowy, ponieważ używam iPhone'a od kilku lat.
Agent Telcom: OK, mamy kilka planów do wyboru, które można znaleźć w menu obok numeru planu.Możesz wybierać spośród następujących planów: 42 USD miesięcznie na plan rodzinny, 65 USD miesięcznie na plan indywidualny lub 74 USD miesięcznie na plan indywidualny i rodzinny.Wszystkie te plany obejmują nieograniczone rozmowy i tekst na naszych urządzeniach mobilnych.Będziesz oczywiście potrzebować istniejącego numeru konta i będziesz musiał autoryzować Telcom do naładowania swojego"
no,"Klient: Wiesz, po prostu przygotowuję się do aktualizacji mojego planu danych.Mam kilka pytań dotyczących planu aktualizacji?
Agent Telcom: Cześć Amanda, zacznijmy od Twojego numeru.Masz numer?
Klient: Mam 571-15-2684.
Agent Telcom: Racja.Masz umowę z Telcom?
Klient: Tak, ale po prostu przygotowuję się do aktualizacji do planu umowy o wartości 60 USD miesięcznie.
Agent Telcom: A co chciałbyś zaktualizować?
Klient: Chciałbym uaktualnić do planu zawierającego nieograniczone dane.
Teren"
yes,"Klient: Cóż, miałem wrażenie, że modem nie działał, czy to prawda?
Agent Telcom: Tak, to prawda.Jak mogę ci pomóc?
Klient: Zastanawiam się, czy powinienem uzyskać nowy modem?
Agent Telcom: Och, nie, to nie jest dobry pomysł.Nie dlatego, że modem tutaj w Chicago jest zły, ale po prostu nie jest zły.Modem ten jest świetny.Ale po prostu go nie potrzebujesz.
Klient: Cóż, myślę, że zależy to tylko od tego, co masz na myśli przez zły modem.Mam na myśli Motorola w Nowym Jorku?
Agent Telcom"
no,"Klient: SMS
Agent Telcom: OK.Jak masz na imię?
Klient: Teri
Agent Telcom: Teri.Jaki jest Twój numer telefonu?
Teri: 5283342172
Agent Telcom: A skąd dzwonisz?
Teri: Z mojego domu w Memphis TN
Agent Telcom: OK TERI, [odświeżony] Znowu.To wspaniale.Więc co chciałbyś ulepszyć?
Teri: Chciałbym ulepszyć głos do rozmowy lub SMS -y do SMS -a.
Agent Telcom: Masz do Telcom?"
yes,
no,"Klient: Chciałbym zaktualizować usługę głosową do 2G.
Agent Telcom: będzie to kosztować 7,50 USD miesięcznie.Ile tekstów chcesz dodać?
Klient: Mam dziś jeden tekst.
Agent Telcom: OK, 2,00 $ miesięcznie.Co dodasz z pierwszym aktualizacją?
Klient: Cóż, dodałbym usługę głosową.
Agent Telcom: To wyniesie 5,00 USD miesięcznie, więc aktualizacja do głosu kosztuje 55,00 USD rocznie.
Klient: OK, to brzmi dobrze.
Agent Telcom: Zgadza się"
no,"Klient: Obecnie lubię pocztę głosową i SMS -a i chciałbym mieć oba.Dziękuję Ci.
Agent Telcom: co powiesz na dane?
Klient: Obecnie mam nieograniczone dane i chciałbym je zwiększyć do limitu danych 1 GB.
Agent Telcom: Świetnie, abyśmy mogli dziś przejść proces tej aktualizacji.Zobaczę, czy mój przełożony może się dzisiaj przyjrzeć.
Agent Telcom: Dziękuję, spróbuję porozmawiać z moim przełożonym i skontaktować się z tobą tak szybko, jak to możliwe.
Agent Telcom: W porządku, będę cię informować, a ja też"
no,"Klient: oba.
Agent Telcom: Świetnie.Ile masz numerów telefonów?
Klient: Mam siedem i to ten sam numer.
Agent Telcom: W porządku, będziesz musiał do nich zadzwonić.
Klient: Przepraszam, powiedziałem siedem.
Agent Telcom: Cóż, technicznie jest to siedem różnych liczb z losową sekwencją (tak to nazywają) i nie będę w stanie ci w tym pomóc.I nie możesz nic zmienić w istniejących umowach z Telcom.
Klient: Racja.Cóż, mógłbym użyć dodatkowych 25 USD miesięcznie, jeśli"
no,"Klient: Chciałbym ulepszyć głos na linii stacjonarnej do 993. Wiem, że nasz istniejący sprzęt to 847, ale chciałbym go zaktualizować.
Agent Telcom: To 993. Jaki jest koszt aktualizacji głosu?
Klient: To jest koszt i
Agent Telcom: skieruję cię do naszego technika.
Agent Telcom: Dziękuję Caryn.Wkrótce skontaktuje się z tobą.
Klient: Zadzwoniłem i powiedziałem im koszt instalacji i chciałbym to zrobić dzisiaj.
Agent Telcom: Dziękuję C"
no,
no,"Klient: Cóż, byłem bardzo zadowolony z usługi, którą otrzymałem od Telcom i chciałbym zaktualizować moją umowę.
Agent Telcom: Przepraszam, nie mogę dziś zaktualizować twojego kontraktu, ale cieszę się, że zadzwoniłeś i rozmawiałeś ze mną dzisiaj.Daj mi znać następujące informacje, aby pomóc Ci w nadchodzącym zamówieniu.
Klient: Cześć, jestem bardzo zadowolony z usługi, którą otrzymałem od Telcom.Zastanawiałem się tylko, czy mogę ulepszyć umowę?
Agent Telcom: Och, przepraszam, czy możesz się ze mną skontaktować, a my cię dostaniemy"
yes,"Klient: Cóż, problem polega na tym, że dostałem dziesiątki połączeń dziennie od osób, które chcą wiedzieć, czy jestem porażką, czy też byłem na czarnej liście.To znaczy, dotarło do tego stopnia, że chcę tylko powiedzieć, że już tam nie będę pracował i sugeruję, że przyniesie kogoś nowego.
Agent Telcom: Jak daleko jest Twoje zamówienie?
Klient: Jeszcze nie otrzymałem zamówienia, ale już mam wiele osób, które chcą ze mną rozmawiać.
Agent Telcom: Więc mówisz, że miałeś Y… liczbę osób próbujących się z tobą skontaktować?
Klient: Tak, a większość z nich faktycznie dzwonią z"
yes,"Klient: Cóż, to stary system rozliczeniowy Telcom od 5 lat.Już nie ufam i myślę, że powinieneś zmienić nowszy system rozliczeń.Chciałbym dać ci numer oddzwonienia.
Agent Telcom: Och, absolutnie.Jesteśmy dostępni natychmiast - jeśli chcesz, możesz zadzwonić do linii wsparcia Telcom.
Klient: OK, rozumiem, dlaczego potrzebujesz nowego systemu rozliczeniowego, ale nie wiem, czy mogę to zrobić.Chciałbym poznać twoją politykę anulowania.
Agent Telcom: Cóż, chciałbym z tobą porozmawiać osobiście, aby podjąć tę decyzję, Faye.Jeśli"
no,"Klient: Chcę uaktualnić do planu franczyzy, który pozwala mojej rodzinie korzystać z własnego numeru telefonu.
Agent Telcom: śmiało i wybierz to.
Klient: Dziękuję Donnie i czy powinienem zaktualizować mój plan w najbliższym czasie?
Agent Telcom: Nie martw się, naprawdę lubimy twoją rodzinę i chcielibyśmy zaoferować ci dobrą ofertę.Damy ci idealną ofertę.
Agent Telcom: Teraz chciałbym wyjaśnić, czym jest smartfon.Dla twoich informacji jestem klientem smartfona, który używa własnego numeru telefonu i płacę taką samą miesięczną stawkę jak klienci, którzy"
no,
no,
no,"Klient: Chciałbym zaktualizować usługę głosową i tekstową do danych.
Agent Telcom: Świetnie, jaki jest koszt tej aktualizacji?
Klient: 70 USD miesięcznie.
Agent Telcom: Fantastyczny Darren, porozmawiamy o tym z zespołem sprzedaży.A o której chciałbyś zacząć?
Klient: Czy możesz po prostu dać mi program, który muszę to dla mnie zrobić?Ponieważ nie jestem do końca pewien, co się stało z moim telefonem.
Agent Telcom: Cóż, chciałbym zacząć szybko Darren, więc wykonaj poniższe czynności, aby zaktualizować swoje usługi.Kliknij link w"
no,"Klient: głos.Nie mam jeszcze planu głosu, ale chciałbym teraz ulepszyć do głosu.
Agent Telcom: Teraz, gdy powiedziałeś, że chcesz ulepszyć swoją usługę do głosu, czy chciałbyś porozmawiać z przełożonym?
Klient: Tak, chciałbym porozmawiać z przełożonym.
Agent Telcom: Rozmawiałeś dziś telefonicznie z przełożonym?
Klient: Tak, rozmawiałem z przełożonym.Powiedziałem mu, że chcę zaktualizować mój plan głosowy i powiedziano mi, że to 30 USD miesięcznie za nieograniczony głos.Powiedziałem mu również, że chciałbym dodać dane."
no,"Klient: Tak, chciałbym zaktualizować mój głos do danych.
Agent Telcom: OK, do ile chciałbyś się uaktualnić?
Klient: 5 USD miesięcznie za część danych.
Agent Telcom: W porządku.Czy mogę podać mój nowy numer umowy, aby zadzwonić do Telcom, jeśli masz jakieś problemy?
Klient: Jasne, to fajne.Masz również mój nowy numer telefonu, który mi dałeś?
Agent Telcom: Dziękuję.A teraz dostanę ci swój numer agenta Telcom.
Agent Telcom: OK.Witamy w Telcom"
no,"Klient: Korzystam z usługi głosowej i tekstowej Telcom i chciałbym uaktualnić do usługi szerokopasmowej światłowodowej.
Agent Telcom: Gdzie chciałbyś iść na aktualizację?
Klient: Outpost 1, główny biuro.
Agent Telcom: Nie ma aktualizacji placówki 1. Przykro mi, usługa aktualizacji w Outpost 1 dotyczy tylko szerokopasmowego Internetu.
Klient: Jeśli nie uaktualnię łącznika szerokopasmowego światłowodowego, to nie dostanę szerokopasmowegobłąda, nic w ogóle.
Agent Telcom: Cóż, zawsze możesz zmienić zdanie i żądać"
no,"Klient: Jestem na nieograniczonym planie, ale chciałbym zaktualizować do planu danych na tej konkretnej linii.
Agent Telcom: Tak, to byłby świetny pomysł.Jaki jest obecny koszt miesięczny?
Klient: 119,95 USD.
Agent Telcom: Wow, to dużo!
Klient: To dużo pieniędzy.Rozumiem, że mam najlepszy plan i otrzymuję zniżkę na moje dane.Nie wiem, czy kwalifikuję się do tej zniżki.
Agent Telcom: Och, przepraszam.Przepraszam, nie pracuję dla Telcom"
