churn,chat_log,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls
no,,MS,122,area_code_408,no,yes,45,147.8,85,25.13,147.4,93,12.53,203.5,110,9.16,14.0,5,3.78,1
no,"Klient: Chciałbym ulepszyć głos, po tym, jak jestem w 5 -gwiazdkowym Range Rover.
Agent Telcom: Świetnie, jak szybko możemy rozpocząć aktualizację?
Klient: Coś, co będziesz zajęty, przygotowując mój nowy Range Rover?
Agent Telcom: Jasne, zadzwonię w ciągu następnych 10 minut, aby rozpocząć aktualizację do usług głosowych i tekstowych.
Przez telefon z Telcom:
Telcom: Cześć, to jest agent Telcom Paul.Jestem w Emily.
Agent Telcom: Witam Emily.
Agent Telcom: Dziękuję Emily",PA,91,area_code_415,no,no,0,139.8,109,23.77,157.0,91,13.35,218.6,122,9.84,13.6,4,3.67,3
no,"Klient: Jestem zainteresowany aktualizacją do głosu.
Agent Telcom: Możemy zaktualizować Twój głos do aktualizacji „bez kosztów” lub „małej” aktualizacji 25,00 $ za każdą dodatkową godzinę, którą chcesz porozmawiać z domem.Na przykład, jeśli chcesz rozmawiać przez cały dzień i całą noc, byłbyś w stanie to zrobić.Jeśli nie chciałeś płacić za dodatkowe minuty, byłbyś w stanie zaktualizować telefon do „małego” aktualizacji w wysokości 100,00 USD za każdą dodatkową godzinę.
Agent Telcom: Dziękuję.To będzie 80,00 $ za głos",MT,58,area_code_510,no,yes,29,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1
no,,SD,166,area_code_510,no,yes,32,148.4,86,25.23,170.6,119,14.5,201.5,124,9.07,11.3,12,3.05,1
yes,"Klient: Cóż, usługa jest po prostu zbyt wolna, a moje połączenie internetowe jest wyłączone.I mam bardzo dobrą ofertę w Internecie kablowym lub w ogóle nie mam umowy.Czy mogę uzyskać kombinację Internetu kablowego i pakietu telewizji kablowej?
Agent Telcom: Tak, tak.Tak już lepiej.Jest to więc dostępny pakiet i możesz go mieć.Czy mógłbyś wrócić za 5 minut, a będę chętnie przeniesienie Cię do przedstawiciela obsługi klienta.
Klient: Jasne.
Agent Telcom: Świetnie, dziękuję.Przepraszam, ale nie mam dla ciebie żadnych innych opcji.",GA,128,area_code_408,yes,yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0
no,,IN,117,area_code_415,yes,yes,22,196.0,82,33.32,322.7,82,27.43,225.6,120,10.15,3.7,5,1.0,1
no,"Klient: Chciałbym zaktualizować mój głos i plan tekstowy, w tej chwili nie mam danych i chciałbym zaktualizować zarówno mój głos, jak i tekst.
Agent Telcom: OK, dziękuję Jacqueline, możesz zadzwonić pod numer 0355497967.
Klient: Dziękuję bardzo.Będę musiał powiedzieć, że jestem bardzo zadowolony z Telcom.Czy masz jakieś inne pytania techniczne dotyczące swojej usługi?
Agent Telcom: Przykro mi Jacqueline, nie mam w tej chwili żadnych innych pytań technicznych na temat Twojej usługi.Nasze wsparcie techniczne z większością problemów",DC,99,area_code_415,no,yes,31,244.1,71,41.5,203.4,58,17.29,234.0,115,10.53,7.7,4,2.08,3
yes,"Klient: Miałem modem z numerem seryjnym 0100111111, a router był stary, miałem nowy router z numerem seryjnym 03100111111, ale mój modem był wciąż stary.Więc chciałem zacząć od początku i sprawdzić, czy nadal mogę działać modem.
Agent Telcom: Dobra, dziękuję James.Będę w kontakcie z moim przełożonym.
Klient czeka na przełożonego około 15 minut, a następnie otrzymuje pakiet instrukcji.Instrukcje były jasne i dostarczyły instrukcje dotyczące wyłączenia konta agenta Telcom.Klient miał zadzwonić do biura agenta Telcom i zostawić notatki z informacją, na czym polega problem i wrócić do nich",MT,109,area_code_408,no,no,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,9,2.57,1
no,"Klient: Chciałbym wybrać usługę all-in, korzystając z najlepszego dostępnego pakietu.I za to chciałbym zaktualizować pakiet do Fido i przynieść ją do moich drzwi.
Agent Telcom: Dziękujemy za skontaktowanie się z Telcom, z przyjemnością Ci pomożemy.Możesz zadzwonić do naszego agenta Telcom pod numer 1-800-365-8222.Jeśli są jakieś dodatkowe pytania, oddzwonisz do nas.
Poprosiła mnie, abym poszedł na jej stronę internetową i spojrzenie na najnowszy głos, tekst lub pakiety danych, które oferowała.To jest to co zrobiłem.Znowu nie jestem pewien, dlaczego tak się nie stało",MO,123,area_code_415,no,no,0,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3
no,"Klient: Wszystkie trzy.
Agent Telcom: Wspaniale, cieszę się, że mogę ci pomóc.Więc wybrałeś grupę głosową?
Klient: Tak.
Agent Telcom: Świetnie.Czy możesz teraz dać mi szybkie podsumowanie tego, co chciałbyś ulepszyć.Czy będziesz aktualizować do następujących?Głos, tekst czy dane?
Klient: SMS.
Agent Telcom: jesteś pewien?
Klient: Tak.
Agent Telcom: Dziękuję Vanessa, możesz kontynuować aktualizację bez żadnych dalszych problemów po tym połączeniu.Teraz nazywam się Michael i będę dziś tym z drugiej linii,",MO,36,area_code_408,no,no,0,177.9,129,30.24,224.6,87,19.09,306.3,102,13.78,10.8,6,2.92,2
no,"Klient: Jeśli uaktualnię do T-Mobile Edge, jestem z tego zadowolony?
Agent Telcom: Marion, chciałbym poinformować, że dzięki aktualizacji do T-Mobile Edge nie oferujemy już nieograniczonych kanałów danych, o których mówiłeś.Jeśli chcesz pozostać z nieograniczonymi danymi, musisz uaktualnić do T-Mobile Edge, a następnie z przyjemnością omówimy Twoje obecne plany.To sprowadza mnie z powrotem do twojego pytania, jak zdobyć telefon.Na dzień dzisiejszy masz trzydzieści sześć dni na aktualizację lub unieważnimy twoją obecną umowę.
Klient: OK.Dziękuję Ci.I",NV,144,area_code_415,yes,no,0,150.0,69,25.5,285.9,73,24.3,190.6,121,8.58,9.4,15,2.54,0
no,"Klient: Chciałbym zaktualizować ilość danych, których jestem w stanie użyć i chciałbym zaktualizować usługi głosowe.
Agent Telcom: W porządku, a co, gdybym musiał anulować obecny pakiet Telcom, który masz?
Klient: Rozumiem, co mówisz, nie zostaję z Telcom za cenę.Chciałbym zmienić pakiet i sprawdzić, czy możesz spełnić moje wymagania.Czy mogę to zrobić?
Agent Telcom: Jasne Steve.Jesteś na Telcom i jestem tutaj, aby ci pomóc.
Agent Telcom: Cześć Steve, mam bardzo proste pytanie",OR,51,area_code_510,no,no,0,51.8,107,8.81,230.2,104,19.57,227.5,118,10.24,10.4,4,2.81,2
no,"Klient: Chciałbym zaktualizować moje dane.
Agent Telcom: OK, czy możesz określić, jakie dane?
Klient: LTE.
Agent Telcom: OK, posiadasz usługę LTE to Q50.Ile chciałbyś zapłacić za usługę LTE?
Klient: Chciałbym zaktualizować umowę do Q50.
Agent Telcom: W porządku Heath.Jestem pewien, że masz kontrakt Q50 (patrzy na papier za nim), chciałbyś na to spojrzeć.Możesz spojrzeć na to sam, nie wymagamy, abyś nam to przyniósł.
Klient:",SC,181,area_code_408,no,no,0,229.9,130,39.08,144.4,93,12.27,262.4,110,11.81,14.2,4,3.83,2
no,"Klient: Przepraszam, nie jestem pewien, który z nich chciałbym ulepszyć.
Agent Telcom: Przepraszam, nie mogę tego zrobić.Czy chciałbyś oddzwonić później i możemy na to spojrzeć, kiedy wrócisz?Jestem dostępny?
Klient: Tak, proszę.
Agent Telcom: W porządku William, będę tam.
W tym momencie linie klienta zostały odłączone.
(Wskazówka: jeśli kiedykolwiek masz tego samego agenta lub menedżera Telcom, wielokrotnie odłącz swoją linię, rozłącz się i oddzwódź i poproś o ponowne połączenie linii.)
Więc to wszystko dobrze i dobrze",LA,99,area_code_510,no,no,0,142.3,89,24.19,204.5,95,17.38,203.1,114,9.14,9.1,1,2.46,0
no,"Klient: Chciałbym zaktualizować do danych 10 GB.
Agent Telcom: W porządku.Czy będziesz mógł uaktualnić przed końcem obecnej umowy?
Klient: Tak, to nastąpi, kiedy moja obecna umowa się skończy.
Agent Telcom: W porządku, dziękuję.Twój nowy plan wkrótce się skończy.
TRACE: Agenci Telcom są naprawdę dobrzy w obsłudze klienta.
Klient: Tak, są naprawdę dobre.
Trace: I istnieje wiele możliwości przechwalania się.Na przykład, jeśli jesteś geniuszem, możesz chwalić się znajomymi, że byłeś w stanie ulepszyć do 10 GB",MA,118,area_code_408,yes,no,0,160.0,123,27.2,175.4,96,14.91,184.8,99,8.32,9.9,3,2.67,2
no,"Klient: Czy wiesz, do którego komponentu chciałbym zaktualizować?
Agent Telcom: możemy to sprawdzić na twoim końcu, Steve.Możemy to za Ciebie sprawdzić.
Klient: OK, dzięki.A jaki jest najlepszy czas na ulepszenie?
Agent Telcom: Uh, najlepszym czasem na ulepszenie jest to, że myślę, że najlepszym czasem na to jest wejście i zameldowanie ze mną.
Klient: Och, dobrze.I czy mogę po prostu mieć twoje imię.
Agent Telcom: Jasne, nazywam się Ronald.
Klient: OK.Dziękuję bardzo, a ja",TX,102,area_code_510,no,no,0,214.8,60,36.52,173.8,70,14.77,166.7,90,7.5,10.9,2,2.94,1
no,,UT,103,area_code_415,no,no,0,189.8,110,32.27,115.5,83,9.82,191.3,103,8.61,12.2,4,3.29,0
no,,DC,74,area_code_415,no,no,0,85.7,83,14.57,247.7,67,21.05,142.4,85,6.41,10.1,5,2.73,2
no,,NM,55,area_code_510,no,no,0,119.7,148,20.35,231.8,96,19.7,222.3,113,10.0,4.6,2,1.24,2
no,"Klient: głos, tekst i dane.
Agent Telcom: Dziękuję za twoją prośbę.A jaki jest twój termin umowy?
Klient: 27 miesięcy.
Agent Telcom: OK.A jak długo jesteś w Telcom?
Klient: 11 lat.
Agent Telcom: Przykro mi to słyszeć tego klienta.Jaki jest twój termin umowy?
Klient: 66 dni.
Agent Telcom: 66 dni?A jaki jest twój obecny rachunek?
Klient: 21 centów dziennie i 64,55 USD.
Agent Telcom: To niski rachunek dla firmy liczącej 15 000 klientów.I",VT,93,area_code_408,no,yes,32,138.1,91,23.48,167.3,72,14.22,238.9,115,10.75,6.8,3,1.84,2
no,"Klient: Chciałbym zaktualizować usługę głosową do wybranej usługi.Wszystko, od prostej rozmowy, sprintu lub Verizon, proszę pana.
Agent Telcom: Świetnie!Z przyjemnością dostosujemy takie łatwe aktualizacje.Ile to kosztuje?
Klient: UH, 60 USD za nową usługę przez jeden rok.
Agent Telcom: Świetnie!A jak długo potrwa to przejście?
Klient: Mam nadzieję, że uruchomię to do końca tygodnia, proszę pana.
Agent Telcom: Doskonały!Jeszcze raz dziękuję za poinformowanie mnie.A jeśli nie masz nic przeciwko, możesz po prostu wysłać",CT,66,area_code_415,no,yes,29,229.4,104,39.0,257.4,84,21.88,231.5,119,10.42,8.0,1,2.16,2
no,"Klient: Och, dane.Potrzebuję 35 USD miesięcznie na dane.Czy to oferujesz?
Agent Telcom: Przepraszam Andrea, ale nie oferujemy tej opcji naszym klientom.Oferujemy dwa plany.Jednym z nich jest standardowy plan, który jest wiele dla większości ludzi, a drugi jest naszym planem wartości, który jest bardziej dla prędkości i danych.Oferujemy plan wartości jako opcję, ale jest on dostępny tylko dla klientów, którzy byli z nami od określonego czasu.
Klient: Cóż, standardowy plan, w którym byłem od 7 lat i był świetny.Ale chcę po prostu ulepszyć",MA,123,area_code_415,no,no,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1
no,"Klient: Tak, chciałbym zaktualizować moje plany głosowe i tekstowe, ale nie jestem pewien, jaki jest nowy koszt ...
Agent Telcom: Cóż, po prostu od Ciebie zależy dokładnie, co chcesz rozszerzyć swoją istniejącą usługę Telco, ale mam wiele rzeczy, które możesz rozważyć.
Klient: Och, ok.OK.Dziękuję.
Potem agent Telcom zadzwonił do mnie i powiedział mi kilka szczegółów na temat jednej z moich obecnych umów Telcom.
Agent Telcom: Więc szukasz 3 -miesięcznego przedłużenia umowy Telcom, prawda?
Klient: tak",RI,155,area_code_408,yes,no,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0
no,"Klient: Chcę tylko uaktualnić do planu danych 2 GB, bez sztuczek i niespodzianek.
Agent Telcom: Świetnie.Możesz nadal łączyć się z naszą siecią do końca miesiąca.
Agent Telcom: Czy jest coś więcej, w czym mogę ci pomóc?
Klient: Nie, po prostu szukam pomocy.Dziękuję i do widzenia.",NC,135,area_code_510,no,yes,18,180.1,90,30.62,152.5,65,12.96,258.2,85,11.62,12.7,9,3.43,1
yes,"Klient: Cóż, jestem z Telcom od ponad 2 lat i płaciłem zarówno na czas, jak i na czas i po prostu nie lubię tej usługi.Nigdy więcej kredytów, żadnych kredytów, tylko nie.Nigdy nie musiałem kontaktować się z obsługą klienta i po prostu mi się nie podoba, sposób, w jaki działa.
Agent Telcom: Och, to bardzo niezwykła sytuacja dla naprawdę szczęśliwego klienta, który może zgłosić, przepraszam za to.Czy mogę pomóc w skardze?
Klient: Jasne.Nie tylko skarga, ale troska.Wyjąłem telefon na domową gwarancję i przyszedł z problemem.Miałem mieszkanie",WV,161,area_code_415,no,no,0,159.6,102,27.13,212.6,119,18.07,151.4,83,6.81,12.6,7,3.4,5
no,,TX,50,area_code_510,no,no,0,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3
no,"Klient: Przepraszam, chcę zaktualizować mój pakiet tekstowy do pełnych danych.
Agent Telcom: Cieszę się, że to słyszę.Chciałbym, żebyś skontaktował się ze mną w ciągu 5 dni ze szczegółami twojego aktualizacji i wyślę do Ciebie pakiet aktualizacji w tym tygodniu.
Klient: OK, skontaktowałem się z tobą z powrotem i będę w kontakcie ze szczegółami mojego aktualizacji w tym tygodniu.Dziękuję Ci.
Agent Telcom: Miłego dnia!",AL,111,area_code_415,no,no,0,187.8,107,31.93,246.0,70,20.91,175.9,88,7.92,10.5,7,2.84,0
no,,MS,114,area_code_415,no,yes,34,154.4,109,26.25,221.4,142,18.82,208.5,103,9.38,10.3,5,2.78,0
no,,OR,89,area_code_415,no,yes,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2
no,"Klient: Byłem bardzo zadowolony z usługi, którą otrzymałem od Telcom i chciałbym zaktualizować moją umowę.
Agent Telcom: Bardzo dobrze.Zaoferuję ci nową, wyższą cenę.Jak bardzo jesteś zainteresowany i jaka jest nowa cena?
Klient: Nie jestem pewien, czy rozumiem pytanie.Jak bardzo podniósłbyś moją cenę?
Agent Telcom: Przykro mi, że nie mogę teraz dać ci ceny, ale już zacytowałeś cenę inną firmę i podążasz za wskazówkami.Więc pokażę ci, jak.
Klient: OK",TN,108,area_code_408,no,yes,15,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1
no,"Klient: Tak, jestem z Telcom od około dwóch lat i widziałem kwotę pieniędzy, którą pobierają za różne usługi.Chciałbym więc zaktualizować mój plan do planu danych.
Agent Telcom: Świetnie.Więc do czego chciałbyś zaktualizować swój plan?
Klient: Planuję zaktualizować mój plan danych.
Agent Telcom: Świetnie.A co chciałbyś zrobić dalej?
Klient: Więc wspomnę tylko, że chciałbym przywrócić połączenie telefoniczne i przywrócić SMS -a.
Agent Telcom: Świetnie.Bardzo dobrze.I możesz dać",SD,105,area_code_415,no,no,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1
no,"Klient: Chciałbym zaktualizować usługę głosową i tekstową, ponieważ jest dość szybka i nadal muszę użyć telefonu, aby zrobić numer.Chciałbym również uaktualnić dane.Daj mi znać, jaka jest Twoja standardowa oferta ulepszenia i jakie będzie podczas aktualizacji.
Agent Telcom: Dziękuję Elfriede.Moja standardowa oferta aktualizacji wynosi 15% zniżki na twoją istniejącą usługę, a jeśli nie jesteś zadowolony, że możesz anulować usługę w dowolnym momencie.
Klient: Dziękuję.Chciałbym zbadać wszelkie inne opcje, zanim uaktualnię.Planuję przejść od mojego",NC,38,area_code_408,no,no,0,131.2,98,22.3,162.9,97,13.85,159.0,106,7.15,8.2,6,2.21,2
no,"Klient: Chciałbym zaktualizować mój plan telefoniczny i chcę uaktualnić do inteligentnej rzeczy.
Agent Telcom: poprawne.Naprawdę nie jestem świadomy wielu smartfonów, takich jak iPhone 4 lub którykolwiek z tych nowszych telefonów.Ale mam dla ciebie numer telefonu, w którym mogę ci pomóc.Więc po prostu poprosię usługodawcę o podanie Twojego imienia i nazwiska i numeru telefonu, a wyślę ci właściwe miejsce, a my zadzwonimy do rozmowy z jednym z naszych przedstawicieli, aby spojrzeć na twoje opcje.
Klient: Tak, porozmawiam z tobą później tego popołudnia w poniedziałek lub niedzielę",AK,121,area_code_408,no,yes,34,245.0,95,41.65,216.9,66,18.44,112.4,125,5.06,7.5,8,2.03,0
no,"Klient: Tak.Chciałbym zaktualizować moją usługę do 12 -miesięcznego kontraktu z 3 GB miesięcznie.
Agent Telcom: Rozumiem.Przykro mi, że Johnathon.Jaka jest twoja obecna umowa?
Klient: Obecnie jestem z Eversource.
Agent Telcom: Rozumiem.Więc chciałbyś teraz anulować swoją obecną umowę, czy odnowisz?
Klient: Annuuję moją obecną umowę.
Agent Telcom: Będziesz do tego depozyty.Kiedy będziesz gotowy zapisać się na nową umowę z Telcom, czy możesz kontynuować?
Klient:",NY,92,area_code_408,no,no,0,265.6,82,45.15,180.7,75,15.36,211.1,113,9.5,8.6,2,2.32,1
no,,OH,102,area_code_415,no,no,0,114.8,125,19.52,81.9,126,6.96,304.3,101,13.69,12.0,4,3.24,0
no,"Klient: Chciałbym uaktualnić do Wi -Fi.
Agent Telcom: Z jakim planem chciałbyś zaktualizować?
Klient: Mój plan telefoniczny jest z T-Mobile.Jestem zainteresowany aktualizacją do Wi -Fi, ale musiałbym porozmawiać z moim współpracownikiem, aby uzyskać mój plan telefoniczny.
Agent Telcom: w porządku, a czy masz jakieś pytania?
Klient: Bez Sir, bez pytań.Czy byłbyś w stanie zaktualizować moją umowę w tym miesiącu lub w przyszłym miesiącu?
Agent Telcom: Obawiam się, że nie mam teraz tych informacji w pliku.
Klient: Dziękuję, proszę pana.wezmę",MD,126,area_code_510,no,no,0,184.5,56,31.37,197.7,91,16.8,242.3,74,10.9,11.2,3,3.02,2
no,,MT,160,area_code_415,no,no,0,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3
no,"Klient: OK, och, chciałbym zaktualizować wszystkie trzy.
Agent Telcom: Dobra, dziękuję.Za ile z obecnej umowy płacisz?
Poniżej wymieniono bieżący cennik tradycyjnych usług Telcom:
Głos
Pakiet głosowy za 45,00 $/mc.(zakupiony w czerwcu 2017 r.)
Internet światłowodowy z nieograniczonymi danymi za 80,00 USD/mc.(zakupione w październiku 2014 r.)
Internet + Telefonia z tekstem, głosem i Internetem za 45,00 USD/mc.(zakupione w czerwcu 2013 r.)
Usługa telefoniczna",KY,112,area_code_415,no,no,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0
no,"Klient: W tej chwili jestem użytkownikiem wybierania.Chcę iść z Internetem.
Agent Telcom: Więc chciałbyś przejść do Internetu?
Klient: Prawidł.
Agent Telcom: Do jakiego rodzaju Internetu chciałbyś zaktualizować?
Klient: Chcę przejść do Internetu za pomocą wybierania.
Agent Telcom: i do jakiego systemu operacyjnego chcesz zaktualizować?
Klient: Chcę przejść do systemu Windows Vista.
Agent Telcom: Windows Vista jest kompatybilny z systemem Windows XP?
Klient: Tak, Windows Vista jest kompatybilny z systemem Windows XP.
Telcom",WI,184,area_code_408,no,yes,12,200.3,76,34.05,253.6,105,21.56,149.3,93,6.72,10.2,5,2.75,0
no,"Klient: Wypróbowałem kilka różnych pakietów.Chciałbym uaktualnić do rozmowy i tekstu, ale nie mogę, ponieważ mam tylko 3 GB danych.
Agent Telcom: OK, jaki jest Twój numer telefonu?
Klient: Mój numer telefonu to 9582411205 i dzwonię z telefonu komórkowego.
Agent Telcom: Dziękujemy za zadzwonienie do Telcom.Jak mogę Ci dzisiaj pomóc?
Klient: Chciałbym uaktualnić do nowego telefonu, aby przyspieszyć wizyty z rodziną.Obecnie mam umowę z Telcom od 3 lat.
Agent Telcom: cóż, ja",CO,60,area_code_408,no,no,0,125.1,99,21.27,248.8,62,21.15,211.3,79,9.51,11.2,3,3.02,3
